14.07.2004;Имя19;Фамилия19;Отчество19;Город19;Страна19
15.07.2004;Имя20;Фамилия20;Отчество20;Город20;Страна20
16.07.2004;Имя21;Фамилия21;Отчество21;Город21;Страна21
17.07.2004;Имя22;Фамилия22;Отчество22;Город22;Страна22
18.07.2004;Имя23;Фамилия23;Отчество23;Город23;Страна23
19.07.2004;Имя24;Фамилия24;Отчество24;Город24;Страна24
20.07.2004;Имя25;Фамилия25;Отчество25;Город25;Страна25
21.07.2004;Имя26;Фамилия26;Отчество26;Город26;Страна26
22.07.2004;Имя27;Фамилия27;Отчество27;Город27;Страна27
23.07.2004;Имя28;Фамилия28;Отчество28;Город28;Страна28
24.07.2004;Имя29;Фамилия29;Отчество29;Город29;Страна29
25.07.2004;Имя30;Фамилия30;Отчество30;Город30;Страна30
26.07.2004;Имя31;Фамилия31;Отчество31;Город31;Страна31
27.07.2004;Имя32;Фамилия32;Отчество32;Город32;Страна32
28.07.2004;Имя33;Фамилия33;Отчество33;Город33;Страна33
29.07.2004;Имя34;Фамилия34;Отчество34;Город34;Страна34
30.07.2004;Имя35;Фамилия35;Отчество35;Город35;Страна35
31.07.2004;Имя36;Фамилия36;Отчество36;Город36;Страна36
01.08.2004;Имя37;Фамилия37;Отчество37;Город37;Страна37
02.08.2004;Имя38;Фамилия38;Отчество38;Город38;Страна38
03.08.2004;Имя39;Фамилия39;Отчество39;Город39;Страна39
04.08.2004;Имя40;Фамилия40;Отчество40;Город40;Страна40
05.08.2004;Имя41;Фамилия41;Отчество41;Город41;Страна41
06.08.2004;Имя42;Фамилия42;Отчество42;Город42;Страна42
07.08.2004;Имя43;Фамилия43;Отчество43;Город43;Страна43
08.08.2004;Имя44;Фамилия44;Отчество44;Город44;Страна44
09.08.2004;Имя45;Фамилия45;Отчество45;Город45;Страна45
10.08.2004;Имя46;Фамилия46;Отчество46;Город46;Страна46
11.08.2004;Имя47;Фамилия47;Отчество47;Город47;Страна47
12.08.2004;Имя48;Фамилия48;Отчество48;Город48;Страна48
13.08.2004;Имя49;Фамилия49;Отчество49;Город49;Страна49
14.08.2004;Имя50;Фамилия50;Отчество50;Город50;Страна50
15.08.2004;Имя51;Фамилия51;Отчество51;Город51;Страна51
16.08.2004;Имя52;Фамилия52;Отчество52;Город52;Страна52
17.08.2004;Имя53;Фамилия53;Отчество53;Город53;Страна53
18.08.2004;Имя54;Фамилия54;Отчество54;Город54;Страна54
19.08.2004;Имя55;Фамилия55;Отчество55;Город55;Страна55
20.08.2004;Имя56;Фамилия56;Отчество56;Город56;Страна56
21.08.2004;Имя57;Фамилия57;Отчество57;Город57;Страна57
22.08.2004;Имя58;Фамилия58;Отчество58;Город58;Страна58
23.08.2004;Имя59;Фамилия59;Отчество59;Город59;Страна59
24.08.2004;Имя60;Фамилия60;Отчество60;Город60;Страна60
25.08.2004;Имя61;Фамилия61;Отчество61;Город61;Страна61
26.08.2004;Имя62;Фамилия62;Отчество62;Город62;Страна62
27.08.2004;Имя63;Фамилия63;Отчество63;Город63;Страна63
28.08.2004;Имя64;Фамилия64;Отчество64;Город64;Страна64
29.08.2004;Имя65;Фамилия65;Отчество65;Город65;Страна65
30.08.2004;Имя66;Фамилия66;Отчество66;Город66;Страна66
31.08.2004;Имя67;Фамилия67;Отчество67;Город67;Страна67
01.09.2004;Имя68;Фамилия68;Отчество68;Город68;Страна68
02.09.2004;Имя69;Фамилия69;Отчество69;Город69;Страна69
03.09.2004;Имя70;Фамилия70;Отчество70;Город70;Страна70
26.06.2004;Имя1;Фамилия1;Отчество1;Город1;Страна1
27.06.2004;Имя2;Фамилия2;Отчество2;Город2;Страна2
28.06.2004;Имя3;Фамилия3;Отчество3;Город3;Страна3
29.06.2004;Имя4;Фамилия4;Отчество4;Город4;Страна4
30.06.2004;Имя5;Фамилия5;Отчество5;Город5;Страна5
01.07.2004;Имя6;Фамилия6;Отчество6;Город6;Страна6
02.07.2004;Имя7;Фамилия7;Отчество7;Город7;Страна7
03.07.2004;Имя8;Фамилия8;Отчество8;Город8;Страна8
04.07.2004;Имя9;Фамилия9;Отчество9;Город9;Страна9
05.07.2004;Имя10;Фамилия10;Отчество10;Город10;Страна10
06.07.2004;Имя11;Фамилия11;Отчество11;Город11;Страна11
07.07.2004;Имя12;Фамилия12;Отчество12;Город12;Страна12
08.07.2004;Имя13;Фамилия13;Отчество13;Город13;Страна13
09.07.2004;Имя14;Фамилия14;Отчество14;Город14;Страна14
10.07.2004;Имя15;Фамилия15;Отчество15;Город15;Страна15
11.07.2004;Имя16;Фамилия16;Отчество16;Город16;Страна16
12.07.2004;Имя17;Фамилия17;Отчество17;Город17;Страна17
13.07.2004;Имя18;Фамилия18;Отчество18;Город18;Страна18
14.07.2004;Имя19;Фамилия19;Отчество19;Город19;Страна19
15.07.2004;Имя20;Фамилия20;Отчество20;Город20;Страна20
16.07.2004;Имя21;Фамилия21;Отчество21;Город21;Страна21
17.07.2004;Имя22;Фамилия22;Отчество22;Город22;Страна22
18.07.2004;Имя23;Фамилия23;Отчество23;Город23;Страна23
19.07.2004;Имя24;Фамилия24;Отчество24;Город24;Страна24
20.07.2004;Имя25;Фамилия25;Отчество25;Город25;Страна25
21.07.2004;Имя26;Фамилия26;Отчество26;Город26;Страна26
22.07.2004;Имя27;Фамилия27;Отчество27;Город27;Страна27
23.07.2004;Имя28;Фамилия28;Отчество28;Город28;Страна28
24.07.2004;Имя29;Фамилия29;Отчество29;Город29;Страна29
25.07.2004;Имя30;Фамилия30;Отчество30;Город30;Страна30
26.07.2004;Имя31;Фамилия31;Отчество31;Город31;Страна31
27.07.2004;Имя32;Фамилия32;Отчество32;Город32;Страна32
28.07.2004;Имя33;Фамилия33;Отчество33;Город33;Страна33
29.07.2004;Имя34;Фамилия34;Отчество34;Город34;Страна34
30.07.2004;Имя35;Фамилия35;Отчество35;Город35;Страна35
31.07.2004;Имя36;Фамилия36;Отчество36;Город36;Страна36
01.08.2004;Имя37;Фамилия37;Отчество37;Город37;Страна37
02.08.2004;Имя38;Фамилия38;Отчество38;Город38;Страна38
03.08.2004;Имя39;Фамилия39;Отчество39;Город39;Страна39
04.08.2004;Имя40;Фамилия40;Отчество40;Город40;Страна40
05.08.2004;Имя41;Фамилия41;Отчество41;Город41;Страна41
06.08.2004;Имя42;Фамилия42;Отчество42;Город42;Страна42
07.08.2004;Имя43;Фамилия43;Отчество43;Город43;Страна43
08.08.2004;Имя44;Фамилия44;Отчество44;Город44;Страна44
09.08.2004;Имя45;Фамилия45;Отчество45;Город45;Страна45
10.08.2004;Имя46;Фамилия46;Отчество46;Город46;Страна46
11.08.2004;Имя47;Фамилия47;Отчество47;Город47;Страна47
12.08.2004;Имя48;Фамилия48;Отчество48;Город48;Страна48
13.08.2004;Имя49;Фамилия49;Отчество49;Город49;Страна49
14.08.2004;Имя50;Фамилия50;Отчество50;Город50;Страна50
15.08.2004;Имя51;Фамилия51;Отчество51;Город51;Страна51
16.08.2004;Имя52;Фамилия52;Отчество52;Город52;Страна52
17.08.2004;Имя53;Фамилия53;Отчество53;Город53;Страна53
18.08.2004;Имя54;Фамилия54;Отчество54;Город54;Страна54
19.08.2004;Имя55;Фамилия55;Отчество55;Город55;Страна55
20.08.2004;Имя56;Фамилия56;Отчество56;Город56;Страна56
21.08.2004;Имя57;Фамилия57;Отчество57;Город57;Страна57
22.08.2004;Имя58;Фамилия58;Отчество58;Город58;Страна58
23.08.2004;Имя59;Фамилия59;Отчество59;Город59;Страна59
24.08.2004;Имя60;Фамилия60;Отчество60;Город60;Страна60
25.08.2004;Имя61;Фамилия61;Отчество61;Город61;Страна61
26.08.2004;Имя62;Фамилия62;Отчество62;Город62;Страна62
27.08.2004;Имя63;Фамилия63;Отчество63;Город63;Страна63
28.08.2004;Имя64;Фамилия64;Отчество64;Город64;Страна64
29.08.2004;Имя65;Фамилия65;Отчество65;Город65;Страна65
30.08.2004;Имя66;Фамилия66;Отчество66;Город66;Страна66
31.08.2004;Имя67;Фамилия67;Отчество67;Город67;Страна67
01.09.2004;Имя68;Фамилия68;Отчество68;Город68;Страна68
02.09.2004;Имя69;Фамилия69;Отчество69;Город69;Страна69
03.09.2004;Имя70;Фамилия70;Отчество70;Город70;Страна70
26.06.2004;Имя1;Фамилия1;Отчество1;Город1;Страна1
27.06.2004;Имя2;Фамилия2;Отчество2;Город2;Страна2
28.06.2004;Имя3;Фамилия3;Отчество3;Город3;Страна3
29.06.2004;Имя4;Фамилия4;Отчество4;Город4;Страна4
30.06.2004;Имя5;Фамилия5;Отчество5;Город5;Страна5
01.07.2004;Имя6;Фамилия6;Отчество6;Город6;Страна6
02.07.2004;Имя7;Фамилия7;Отчество7;Город7;Страна7
03.07.2004;Имя8;Фамилия8;Отчество8;Город8;Страна8
04.07.2004;Имя9;Фамилия9;Отчество9;Город9;Страна9
05.07.2004;Имя10;Фамилия10;Отчество10;Город10;Страна10
06.07.2004;Имя11;Фамилия11;Отчество11;Город11;Страна11
07.07.2004;Имя12;Фамилия12;Отчество12;Город12;Страна12
08.07.2004;Имя13;Фамилия13;Отчество13;Город13;Страна13
09.07.2004;Имя14;Фамилия14;Отчество14;Город14;Страна14
10.07.2004;Имя15;Фамилия15;Отчество15;Город15;Страна15
11.07.2004;Имя16;Фамилия16;Отчество16;Город16;Страна16
12.07.2004;Имя17;Фамилия17;Отчество17;Город17;Страна17
13.07.2004;Имя18;Фамилия18;Отчество18;Город18;Страна18
14.07.2004;Имя19;Фамилия19;Отчество19;Город19;Страна19
15.07.2004;Имя20;Фамилия20;Отчество20;Город20;Страна20
16.07.2004;Имя21;Фамилия21;Отчество21;Город21;Страна21
17.07.2004;Имя22;Фамилия22;Отчество22;Город22;Страна22
18.07.2004;Имя23;Фамилия23;Отчество23;Город23;Страна23
19.07.2004;Имя24;Фамилия24;Отчество24;Город24;Страна24
20.07.2004;Имя25;Фамилия25;Отчество25;Город25;Страна25
21.07.2004;Имя26;Фамилия26;Отчество26;Город26;Страна26
22.07.2004;Имя27;Фамилия27;Отчество27;Город27;Страна27
23.07.2004;Имя28;Фамилия28;Отчество28;Город28;Страна28
24.07.2004;Имя29;Фамилия29;Отчество29;Город29;Страна29
25.07.2004;Имя30;Фамилия30;Отчество30;Город30;Страна30
26.07.2004;Имя31;Фамилия31;Отчество31;Город31;Страна31
27.07.2004;Имя32;Фамилия32;Отчество32;Город32;Страна32
28.07.2004;Имя33;Фамилия33;Отчество33;Город33;Страна33
29.07.2004;Имя34;Фамилия34;Отчество34;Город34;Страна34
30.07.2004;Имя35;Фамилия35;Отчество35;Город35;Страна35
31.07.2004;Имя36;Фамилия36;Отчество36;Город36;Страна36
01.08.2004;Имя37;Фамилия37;Отчество37;Город37;Страна37
02.08.2004;Имя38;Фамилия38;Отчество38;Город38;Страна38
03.08.2004;Имя39;Фамилия39;Отчество39;Город39;Страна39
04.08.2004;Имя40;Фамилия40;Отчество40;Город40;Страна40
05.08.2004;Имя41;Фамилия41;Отчество41;Город41;Страна41
06.08.2004;Имя42;Фамилия42;Отчество42;Город42;Страна42
07.08.2004;Имя43;Фамилия43;Отчество43;Город43;Страна43
08.08.2004;Имя44;Фамилия44;Отчество44;Город44;Страна44
09.08.2004;Имя45;Фамилия45;Отчество45;Город45;Страна45
10.08.2004;Имя46;Фамилия46;Отчество46;Город46;Страна46
11.08.2004;Имя47;Фамилия47;Отчество47;Город47;Страна47
12.08.2004;Имя48;Фамилия48;Отчество48;Город48;Страна48
13.08.2004;Имя49;Фамилия49;Отчество49;Город49;Страна49
14.08.2004;Имя50;Фамилия50;Отчество50;Город50;Страна50
15.08.2004;Имя51;Фамилия51;Отчество51;Город51;Страна51
16.08.2004;Имя52;Фамилия52;Отчество52;Город52;Страна52
17.08.2004;Имя53;Фамилия53;Отчество53;Город53;Страна53
18.08.2004;Имя54;Фамилия54;Отчество54;Город54;Страна54
19.08.2004;Имя55;Фамилия55;Отчество55;Город55;Страна55
20.08.2004;Имя56;Фамилия56;Отчество56;Город56;Страна56
21.08.2004;Имя57;Фамилия57;Отчество57;Город57;Страна57
22.08.2004;Имя58;Фамилия58;Отчество58;Город58;Страна58
23.08.2004;Имя59;Фамилия59;Отчество59;Город59;Страна59
24.08.2004;Имя60;Фамилия60;Отчество60;Город60;Страна60
25.08.2004;Имя61;Фамилия61;Отчество61;Город61;Страна61
26.08.2004;Имя62;Фамилия62;Отчество62;Город62;Страна62
27.08.2004;Имя63;Фамилия63;Отчество63;Город63;Страна63
28.08.2004;Имя64;Фамилия64;Отчество64;Город64;Страна64
29.08.2004;Имя65;Фамилия65;Отчество65;Город65;Страна65
30.08.2004;Имя66;Фамилия66;Отчество66;Город66;Страна66
31.08.2004;Имя67;Фамилия67;Отчество67;Город67;Страна67
01.09.2004;Имя68;Фамилия68;Отчество68;Город68;Страна68
02.09.2004;Имя69;Фамилия69;Отчество69;Город69;Страна69
03.09.2004;Имя70;Фамилия70;Отчество70;Город70;Страна70
26.06.2004;Имя1;Фамилия1;Отчество1;Город1;Страна1
27.06.2004;Имя2;Фамилия2;Отчество2;Город2;Страна2
28.06.2004;Имя3;Фамилия3;Отчество3;Город3;Страна3
29.06.2004;Имя4;Фамилия4;Отчество4;Город4;Страна4
30.06.2004;Имя5;Фамилия5;Отчество5;Город5;Страна5
01.07.2004;Имя6;Фамилия6;Отчество6;Город6;Страна6
02.07.2004;Имя7;Фамилия7;Отчество7;Город7;Страна7
03.07.2004;Имя8;Фамилия8;Отчество8;Город8;Страна8
04.07.2004;Имя9;Фамилия9;Отчество9;Город9;Страна9
05.07.2004;Имя10;Фамилия10;Отчество10;Город10;Страна10
06.07.2004;Имя11;Фамилия11;Отчество11;Город11;Страна11
07.07.2004;Имя12;Фамилия12;Отчество12;Город12;Страна12
08.07.2004;Имя13;Фамилия13;Отчество13;Город13;Страна13
09.07.2004;Имя14;Фамилия14;Отчество14;Город14;Страна14
10.07.2004;Имя15;Фамилия15;Отчество15;Город15;Страна15
11.07.2004;Имя16;Фамилия16;Отчество16;Город16;Страна16
12.07.2004;Имя17;Фамилия17;Отчество17;Город17;Страна17
13.07.2004;Имя18;Фамилия18;Отчество18;Город18;Страна18
14.07.2004;Имя19;Фамилия19;Отчество19;Город19;Страна19
15.07.2004;Имя20;Фамилия20;Отчество20;Город20;Страна20
16.07.2004;Имя21;Фамилия21;Отчество21;Город21;Страна21
17.07.2004;Имя22;Фамилия22;Отчество22;Город22;Страна22
18.07.2004;Имя23;Фамилия23;Отчество23;Город23;Страна23
19.07.2004;Имя24;Фамилия24;Отчество24;Город24;Страна24
20.07.2004;Имя25;Фамилия25;Отчество25;Город25;Страна25
21.07.2004;Имя26;Фамилия26;Отчество26;Город26;Страна26
22.07.2004;Имя27;Фамилия27;Отчество27;Город27;Страна27
23.07.2004;Имя28;Фамилия28;Отчество28;Город28;Страна28
24.07.2004;Имя29;Фамилия29;Отчество29;Город29;Страна29
25.07.2004;Имя30;Фамилия30;Отчество30;Город30;Страна30
26.07.2004;Имя31;Фамилия31;Отчество31;Город31;Страна31
27.07.2004;Имя32;Фамилия32;Отчество32;Город32;Страна32
28.07.2004;Имя33;Фамилия33;Отчество33;Город33;Страна33
29.07.2004;Имя34;Фамилия34;Отчество34;Город34;Страна34
30.07.2004;Имя35;Фамилия35;Отчество35;Город35;Страна35
31.07.2004;Имя36;Фамилия36;Отчество36;Город36;Страна36
01.08.2004;Имя37;Фамилия37;Отчество37;Город37;Страна37
02.08.2004;Имя38;Фамилия38;Отчество38;Город38;Страна38
03.08.2004;Имя39;Фамилия39;Отчество39;Город39;Страна39
04.08.2004;Имя40;Фамилия40;Отчество40;Город40;Страна40
05.08.2004;Имя41;Фамилия41;Отчество41;Город41;Страна41
06.08.2004;Имя42;Фамилия42;Отчество42;Город42;Страна42
07.08.2004;Имя43;Фамилия43;Отчество43;Город43;Страна43
08.08.2004;Имя44;Фамилия44;Отчество44;Город44;Страна44
09.08.2004;Имя45;Фамилия45;Отчество45;Город45;Страна45
10.08.2004;Имя46;Фамилия46;Отчество46;Город46;Страна46
11.08.2004;Имя47;Фамилия47;Отчество47;Город47;Страна47
12.08.2004;Имя48;Фамилия48;Отчество48;Город48;Страна48
13.08.2004;Имя49;Фамилия49;Отчество49;Город49;Страна49
14.08.2004;Имя50;Фамилия50;Отчество50;Город50;Страна50
15.08.2004;Имя51;Фамилия51;Отчество51;Город51;Страна51
16.08.2004;Имя52;Фамилия52;Отчество52;Город52;Страна52
17.08.2004;Имя53;Фамилия53;Отчество53;Город53;Страна53
18.08.2004;Имя54;Фамилия54;Отчество54;Город54;Страна54
19.08.2004;Имя55;Фамилия55;Отчество55;Город55;Страна55
20.08.2004;Имя56;Фамилия56;Отчество56;Город56;Страна56
21.08.2004;Имя57;Фамилия57;Отчество57;Город57;Страна57
22.08.2004;Имя58;Фамилия58;Отчество58;Город58;Страна58
23.08.2004;Имя59;Фамилия59;Отчество59;Город59;Страна59
24.08.2004;Имя60;Фамилия60;Отчество60;Город60;Страна60
25.08.2004;Имя61;Фамилия61;Отчество61;Город61;Страна61
26.08.2004;Имя62;Фамилия62;Отчество62;Город62;Страна62
27.08.2004;Имя63;Фамилия63;Отчество63;Город63;Страна63
28.08.2004;Имя64;Фамилия64;Отчество64;Город64;Страна64
29.08.2004;Имя65;Фамилия65;Отчество65;Город65;Страна65
30.08.2004;Имя66;Фамилия66;Отчество66;Город66;Страна66
31.08.2004;Имя67;Фамилия67;Отчество67;Город67;Страна67
01.09.2004;Имя68;Фамилия68;Отчество68;Город68;Страна68
02.09.2004;Имя69;Фамилия69;Отчество69;Город69;Страна69
03.09.2004;Имя70;Фамилия70;Отчество70;Город70;Страна70
26.06.2004;Имя1;Фамилия1;Отчество1;Город1;Страна1
27.06.2004;Имя2;Фамилия2;Отчество2;Город2;Страна2
28.06.2004;Имя3;Фамилия3;Отчество3;Город3;Страна3
29.06.2004;Имя4;Фамилия4;Отчество4;Город4;Страна4
30.06.2004;Имя5;Фамилия5;Отчество5;Город5;Страна5
01.07.2004;Имя6;Фамилия6;Отчество6;Город6;Страна6
02.07.2004;Имя7;Фамилия7;Отчество7;Город7;Страна7
03.07.2004;Имя8;Фамилия8;Отчество8;Город8;Страна8
04.07.2004;Имя9;Фамилия9;Отчество9;Город9;Страна9
05.07.2004;Имя10;Фамилия10;Отчество10;Город10;Страна10
06.07.2004;Имя11;Фамилия11;Отчество11;Город11;Страна11
07.07.2004;Имя12;Фамилия12;Отчество12;Город12;Страна12
08.07.2004;Имя13;Фамилия13;Отчество13;Город13;Страна13
09.07.2004;Имя14;Фамилия14;Отчество14;Город14;Страна14
10.07.2004;Имя15;Фамилия15;Отчество15;Город15;Страна15
11.07.2004;Имя16;Фамилия16;Отчество16;Город16;Страна16
12.07.2004;Имя17;Фамилия17;Отчество17;Город17;Страна17
13.07.2004;Имя18;Фамилия18;Отчество18;Город18;Страна18
14.07.2004;Имя19;Фамилия19;Отчество19;Город19;Страна19
15.07.2004;Имя20;Фамилия20;Отчество20;Город20;Страна20
16.07.2004;Имя21;Фамилия21;Отчество21;Город21;Страна21
17.07.2004;Имя22;Фамилия22;Отчество22;Город22;Страна22
18.07.2004;Имя23;Фамилия23;Отчество23;Город23;Страна23
19.07.2004;Имя24;Фамилия24;Отчество24;Город24;Страна24
20.07.2004;Имя25;Фамилия25;Отчество25;Город25;Страна25
21.07.2004;Имя26;Фамилия26;Отчество26;Город26;Страна26
22.07.2004;Имя27;Фамилия27;Отчество27;Город27;Страна27
23.07.2004;Имя28;Фамилия28;Отчество28;Город28;Страна28
24.07.2004;Имя29;Фамилия29;Отчество29;Город29;Страна29
25.07.2004;Имя30;Фамилия30;Отчество30;Город30;Страна30
26.07.2004;Имя31;Фамилия31;Отчество31;Город31;Страна31
27.07.2004;Имя32;Фамилия32;Отчество32;Город32;Страна32
28.07.2004;Имя33;Фамилия33;Отчество33;Город33;Страна33
29.07.2004;Имя34;Фамилия34;Отчество34;Город34;Страна34
30.07.2004;Имя35;Фамилия35;Отчество35;Город35;Страна35
31.07.2004;Имя36;Фамилия36;Отчество36;Город36;Страна36
01.08.2004;Имя37;Фамилия37;Отчество37;Город37;Страна37
02.08.2004;Имя38;Фамилия38;Отчество38;Город38;Страна38
03.08.2004;Имя39;Фамилия39;Отчество39;Город39;Страна39
04.08.2004;Имя40;Фамилия40;Отчество40;Город40;Страна40
05.08.2004;Имя41;Фамилия41;Отчество41;Город41;Страна41
06.08.2004;Имя42;Фамилия42;Отчество42;Город42;Страна42
07.08.2004;Имя43;Фамилия43;Отчество43;Город43;Страна43
08.08.2004;Имя44;Фамилия44;Отчество44;Город44;Страна44
09.08.2004;Имя45;Фамилия45;Отчество45;Город45;Страна45
10.08.2004;Имя46;Фамилия46;Отчество46;Город46;Страна46
11.08.2004;Имя47;Фамилия47;Отчество47;Город47;Страна47
12.08.2004;Имя48;Фамилия48;Отчество48;Город48;Страна48
13.08.2004;Имя49;Фамилия49;Отчество49;Город49;Страна49
14.08.2004;Имя50;Фамилия50;Отчество50;Город50;Страна50
15.08.2004;Имя51;Фамилия51;Отчество51;Город51;Страна51
16.08.2004;Имя52;Фамилия52;Отчество52;Город52;Страна52
17.08.2004;Имя53;Фамилия53;Отчество53;Город53;Страна53
18.08.2004;Имя54;Фамилия54;Отчество54;Город54;Страна54
19.08.2004;Имя55;Фамилия55;Отчество55;Город55;Страна55
20.08.2004;Имя56;Фамилия56;Отчество56;Город56;Страна56
21.08.2004;Имя57;Фамилия57;Отчество57;Город57;Страна57
22.08.2004;Имя58;Фамилия58;Отчество58;Город58;Страна58
23.08.2004;Имя59;Фамилия59;Отчество59;Город59;Страна59
24.08.2004;Имя60;Фамилия60;Отчество60;Город60;Страна60
25.08.2004;Имя61;Фамилия61;Отчество61;Город61;Страна61
